"","Rubrica","UF","Data","Valor"
"12324","Total-Receitas","RO","2013-05-31",513883718
"12325","Total-Despesas","RO","2013-05-31",422957313
"12326","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-06-30",209301034
"12327","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-06-30",14339381
"12328","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-06-30",22016495
"12329","Total-Receitas","RO","2013-06-30",499984186
"12330","Total-Despesas","RO","2013-06-30",438497254
"12331","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-07-31",254846310
"12332","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-07-31",16206093
"12333","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-07-31",23857925
"12334","Total-Receitas","RO","2013-07-31",472075769
"12335","Total-Despesas","RO","2013-07-31",545716046
"12336","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-08-31",244033569
"12337","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-08-31",18713893
"12338","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-08-31",29249223
"12339","Total-Receitas","RO","2013-08-31",502399711
"12340","Total-Despesas","RO","2013-08-31",571022060
"12341","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-09-30",225090635
"12342","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-09-30",17630436
"12343","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-09-30",18565141
"12344","Total-Receitas","RO","2013-09-30",458318816
"12345","Total-Despesas","RO","2013-09-30",501539953
"12346","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-10-31",217479152
"12347","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-10-31",13348025
"12348","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-10-31",28547641
"12349","Total-Receitas","RO","2013-10-31",446298273
"12350","Total-Despesas","RO","2013-10-31",474321082
"12351","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-11-30",192398677
"12352","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-11-30",9333026
"12353","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-11-30",24216226
"12354","Total-Receitas","RO","2013-11-30",486237998
"12355","Total-Despesas","RO","2013-11-30",403917290
"12356","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2013-12-31",343053469
"12357","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2013-12-31",28146901
"12358","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2013-12-31",32784141
"12359","Total-Receitas","RO","2013-12-31",573674038
"12360","Total-Despesas","RO","2013-12-31",629428193
"12361","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-01-31",245070070
"12362","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-01-31",19256425
"12363","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-01-31",27594429
"12364","Total-Receitas","RO","2014-01-31",557885313
"12365","Total-Despesas","RO","2014-01-31",400951362
"12366","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-02-28",258829698
"12367","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-02-28",31737215
"12368","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-02-28",28923015
"12369","Total-Receitas","RO","2014-02-28",557946641
"12370","Total-Despesas","RO","2014-02-28",504547046
"12371","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-03-31",225961576
"12372","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-03-31",22261215
"12373","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-03-31",24598128
"12374","Total-Receitas","RO","2014-03-31",470118117
"12375","Total-Despesas","RO","2014-03-31",445896535
"12376","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-04-30",205098005
"12377","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-04-30",21361145
"12378","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-04-30",23749553
"12379","Total-Receitas","RO","2014-04-30",492426250
"12380","Total-Despesas","RO","2014-04-30",468731043
"12381","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-05-31",217966713
"12382","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-05-31",23021459
"12383","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-05-31",28840899
"12384","Total-Receitas","RO","2014-05-31",559329105
"12385","Total-Despesas","RO","2014-05-31",578025328
"12386","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-06-30",248544160
"12387","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-06-30",24188500
"12388","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-06-30",23483003
"12389","Total-Receitas","RO","2014-06-30",549002351
"12390","Total-Despesas","RO","2014-06-30",595157226
"12391","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-07-31",277033585
"12392","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-07-31",27443574
"12393","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-07-31",26192517
"12394","Total-Receitas","RO","2014-07-31",572516598
"12395","Total-Despesas","RO","2014-07-31",639895465
"12396","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-08-31",254553623
"12397","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-08-31",26351979
"12398","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-08-31",33430352
"12399","Total-Receitas","RO","2014-08-31",637789686
"12400","Total-Despesas","RO","2014-08-31",565454929
"12401","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-09-30",252156156
"12402","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-09-30",25911929
"12403","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-09-30",31687951
"12404","Total-Receitas","RO","2014-09-30",574563872
"12405","Total-Despesas","RO","2014-09-30",543760747
"12406","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-10-31",224456122
"12407","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-10-31",22320272
"12408","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-10-31",21768925
"12409","Total-Receitas","RO","2014-10-31",523208518
"12410","Total-Despesas","RO","2014-10-31",483502316
"12411","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-11-30",209856257
"12412","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-11-30",17411517
"12413","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-11-30",19439534
"12414","Total-Receitas","RO","2014-11-30",534001953
"12415","Total-Despesas","RO","2014-11-30",462355438
"12416","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2014-12-31",310180625
"12417","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2014-12-31",35215166
"12418","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2014-12-31",38887850
"12419","Total-Receitas","RO","2014-12-31",637946072
"12420","Total-Despesas","RO","2014-12-31",743725398
"12421","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-01-31",263542210
"12422","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-01-31",22822216
"12423","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-01-31",25396911
"12424","Total-Receitas","RO","2015-01-31",611774617
"12425","Total-Despesas","RO","2015-01-31",381318144
"12426","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-02-28",269640581
"12427","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-02-28",27467630
"12428","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-02-28",36150880
"12429","Total-Receitas","RO","2015-02-28",586954637
"12430","Total-Despesas","RO","2015-02-28",427781643
"12431","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-03-31",254379746
"12432","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-03-31",24315958
"12433","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-03-31",27497344
"12434","Total-Receitas","RO","2015-03-31",497072898
"12435","Total-Despesas","RO","2015-03-31",542152957
"12436","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-04-30",236217471
"12437","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-04-30",21957213
"12438","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-04-30",29134594
"12439","Total-Receitas","RO","2015-04-30",559364790
"12440","Total-Despesas","RO","2015-04-30",574643521
"12441","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-05-31",243616086
"12442","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-05-31",23556255
"12443","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-05-31",28919827
"12444","Total-Receitas","RO","2015-05-31",590264448
"12445","Total-Despesas","RO","2015-05-31",516858961
"12446","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-06-30",255069320
"12447","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-06-30",23479795
"12448","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-06-30",28645769
"12449","Total-Receitas","RO","2015-06-30",602381126
"12450","Total-Despesas","RO","2015-06-30",499295870
"12451","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-07-31",299038574
"12452","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-07-31",27145131
"12453","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-07-31",32712114
"12454","Total-Receitas","RO","2015-07-31",573346068
"12455","Total-Despesas","RO","2015-07-31",608784932
"12456","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-08-31",268317722
"12457","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-08-31",26367963
"12458","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-08-31",32780485
"12459","Total-Receitas","RO","2015-08-31",575393228
"12460","Total-Despesas","RO","2015-08-31",579145502
"12461","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-09-30",250825855
"12462","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-09-30",25412935
"12463","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-09-30",32897169
"12464","Total-Receitas","RO","2015-09-30",574111216
"12465","Total-Despesas","RO","2015-09-30",567676484
"12466","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-10-31",239281836
"12467","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-10-31",20814064
"12468","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-10-31",23678261
"12469","Total-Receitas","RO","2015-10-31",540516126
"12470","Total-Despesas","RO","2015-10-31",539347417
"12471","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-11-30",231861875
"12472","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-11-30",14145642
"12473","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-11-30",24424439
"12474","Total-Receitas","RO","2015-11-30",532026308
"12475","Total-Despesas","RO","2015-11-30",559856354
"12476","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2015-12-31",370917314
"12477","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2015-12-31",42708541
"12478","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2015-12-31",45157190
"12479","Total-Receitas","RO","2015-12-31",715474547
"12480","Total-Despesas","RO","2015-12-31",870247925
"12481","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-01-31",268759562
"12482","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-01-31",21064971
"12483","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-01-31",29315516
"12484","Total-Receitas","RO","2016-01-31",595135579
"12485","Total-Despesas","RO","2016-01-31",431049108
"12486","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-02-29",284699051
"12487","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-02-29",26675742
"12488","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-02-29",29013096
"12489","Total-Receitas","RO","2016-02-29",566915454
"12490","Total-Despesas","RO","2016-02-29",448499384
"12491","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-03-31",272868122
"12492","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-03-31",24392021
"12493","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-03-31",29917917
"12494","Total-Receitas","RO","2016-03-31",509758788
"12495","Total-Despesas","RO","2016-03-31",531957444
"12496","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-04-30",285928454
"12497","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-04-30",23809139
"12498","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-04-30",28973258
"12499","Total-Receitas","RO","2016-04-30",537399620
"12500","Total-Despesas","RO","2016-04-30",572797111
"12501","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-05-31",272980093
"12502","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-05-31",25100574
"12503","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-05-31",25740033
"12504","Total-Receitas","RO","2016-05-31",635206521
"12505","Total-Despesas","RO","2016-05-31",572505552
"12506","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-06-30",294399111
"12507","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-06-30",23840913
"12508","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-06-30",34055660
"12509","Total-Receitas","RO","2016-06-30",632025603
"12510","Total-Despesas","RO","2016-06-30",610504004
"12511","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-07-31",324425766
"12512","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-07-31",27000766
"12513","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-07-31",33909653
"12514","Total-Receitas","RO","2016-07-31",624038538
"12515","Total-Despesas","RO","2016-07-31",665907705
"12516","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-08-31",314784546
"12517","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-08-31",28136792
"12518","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-08-31",33456270
"12519","Total-Receitas","RO","2016-08-31",576076491
"12520","Total-Despesas","RO","2016-08-31",646605899
"12521","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-09-30",221088541
"12522","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-09-30",19115265
"12523","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-09-30",23431045
"12524","Total-Receitas","RO","2016-09-30",536674940
"12525","Total-Despesas","RO","2016-09-30",515582133
"12526","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-10-31",231036792
"12527","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-10-31",19884554
"12528","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-10-31",24218124
"12529","Total-Receitas","RO","2016-10-31",584950005
"12530","Total-Despesas","RO","2016-10-31",542594051
"12531","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-11-30",273621222
"12532","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-11-30",23688408
"12533","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-11-30",27381215
"12534","Total-Receitas","RO","2016-11-30",779950777
"12535","Total-Despesas","RO","2016-11-30",592781594
"12536","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2016-12-31",493019647
"12537","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2016-12-31",42441165
"12538","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2016-12-31",53414524
"12539","Total-Receitas","RO","2016-12-31",1021364459
"12540","Total-Despesas","RO","2016-12-31",1051020468
"12541","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-01-31",302394828
"12542","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-01-31",24103596
"12543","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-01-31",35103999
"12544","Total-Receitas","RO","2017-01-31",706885302
"12545","Total-Despesas","RO","2017-01-31",556804882
"12546","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-02-28",264082138
"12547","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-02-28",24760066
"12548","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-02-28",24596608
"12549","Total-Receitas","RO","2017-02-28",604497921
"12550","Total-Despesas","RO","2017-02-28",514495500
"12551","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-03-31",263202807
"12552","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-03-31",20566740
"12553","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-03-31",34447706
"12554","Total-Receitas","RO","2017-03-31",583661268
"12555","Total-Despesas","RO","2017-03-31",579574508
"12556","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-04-30",268292119
"12557","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-04-30",25279410
"12558","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-04-30",21566168
"12559","Total-Receitas","RO","2017-04-30",649932421
"12560","Total-Despesas","RO","2017-04-30",579132379
"12561","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-05-31",325806510
"12562","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-05-31",29680129
"12563","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-05-31",37730151
"12564","Total-Receitas","RO","2017-05-31",676019293
"12565","Total-Despesas","RO","2017-05-31",731492932
"12566","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-06-30",330534691
"12567","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-06-30",26935119
"12568","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-06-30",31441184
"12569","Total-Receitas","RO","2017-06-30",683020586
"12570","Total-Despesas","RO","2017-06-30",704272702
"12571","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-07-31",282460999
"12572","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-07-31",22758887
"12573","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-07-31",25967607
"12574","Total-Receitas","RO","2017-07-31",662480652
"12575","Total-Despesas","RO","2017-07-31",636212074
"12576","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-08-31",262486979
"12577","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-08-31",24247708
"12578","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-08-31",31464075
"12579","Total-Receitas","RO","2017-08-31",716544757
"12580","Total-Despesas","RO","2017-08-31",622668401
"12581","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-09-30",271451409
"12582","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-09-30",22423083
"12583","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-09-30",28927227
"12584","Total-Receitas","RO","2017-09-30",622772071
"12585","Total-Despesas","RO","2017-09-30",615420168
"12586","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-10-31",283459289
"12587","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-10-31",25442885
"12588","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-10-31",29554419
"12589","Total-Receitas","RO","2017-10-31",600533232
"12590","Total-Despesas","RO","2017-10-31",635877982
"12591","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-11-30",274539581
"12592","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-11-30",28373310
"12593","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-11-30",26939407
"12594","Total-Receitas","RO","2017-11-30",624799787
"12595","Total-Despesas","RO","2017-11-30",658880014
"12596","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RO","2017-12-31",510234412
"12597","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RO","2017-12-31",39320406
"12598","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RO","2017-12-31",55767369
"12599","Total-Receitas","RO","2017-12-31",803422118
"12600","Total-Despesas","RO","2017-12-31",1100134808
"12601","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-01-31",49746218
"12602","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-01-31",6455470
"12603","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-01-31",480382
"12604","Total-Receitas","RR","2008-01-31",175062487
"12605","Total-Despesas","RR","2008-01-31",80940169
"12606","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-02-29",51776572
"12607","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-02-29",7585676
"12608","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-02-29",489162
"12609","Total-Receitas","RR","2008-02-29",152244816
"12610","Total-Despesas","RR","2008-02-29",98552572
"12611","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-03-31",57466238
"12612","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-03-31",6838722
"12613","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-03-31",569379
"12614","Total-Receitas","RR","2008-03-31",113186520
"12615","Total-Despesas","RR","2008-03-31",123102522
"12616","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-04-30",55561210
"12617","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-04-30",8793579
"12618","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-04-30",510035
"12619","Total-Receitas","RR","2008-04-30",155270533
"12620","Total-Despesas","RR","2008-04-30",137601835
"12621","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-05-31",50068479
"12622","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-05-31",7198922
"12623","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-05-31",519015
"12624","Total-Receitas","RR","2008-05-31",270654771
"12625","Total-Despesas","RR","2008-05-31",126941915
"12626","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-06-30",47520953
"12627","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-06-30",6298219
"12628","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-06-30",412966
"12629","Total-Receitas","RR","2008-06-30",234959675
"12630","Total-Despesas","RR","2008-06-30",119189298
"12631","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-07-31",42104768
